,Name,Artists,Genre,solo_genre,og_genre_count
8069,Never Be Like You,Flume,"Future Bass,Australia,Dance,Electronic,Pop",dance/electronic/house,5
8070,Never Be Like You,Flume,"Future Bass,Australia,Dance,Electronic,Pop",pop,5
8071,Never Be The Same,Camila Cabello,"Tropical House,Canada,Electro-Pop,Electro,R&;B,M\xc3\xa9xico,Cuba,Pop",dance/electronic/house,8
8073,Never Be The Same,Camila Cabello,"Tropical House,Canada,Electro-Pop,Electro,R&;B,M\xc3\xa9xico,Cuba,Pop",pop,8
8074,Never Be The Same,Camila Cabello,"Tropical House,Canada,Electro-Pop,Electro,R&;B,M\xc3\xa9xico,Cuba,Pop",r&b,8
8075,Never Been Kissed,Sherrie Austin,Pop,pop,1
8077,Never Enough,Loren Allred,"Musicals,Soundtrack,Pop",pop,3
8079,Never Enough,One Direction,"Boy Band,UK,Pop",pop,3
8080,Never Ever,Ciara,"R&;B,Rap",r&b,2
8081,Never Ever,Ciara,"R&;B,Rap",rap,2
8082,Never Forget You,"Zara Larsson, MNEK","Scandipop,Sverige,Dance,Electro-Pop,Scandinavia,UK,Pop",pop,7
8084,Never Forget You,"Zara Larsson, MNEK","Scandipop,Sverige,Dance,Electro-Pop,Scandinavia,UK,Pop",dance/electronic/house,7
8085,Never Going Back Again,Glee Cast,Pop,pop,1
8087,Never Gonna Be Alone,Nickelback,"Ballad,Acoustic,Pop-Rock,Rock",pop,4
8088,Never Gonna Be Alone,Nickelback,"Ballad,Acoustic,Pop-Rock,Rock",rock,4
8089,Never Gonna Leave This Bed,Maroon 5,Pop,pop,1
8091,Never Gonna Let You Go,Faith Evans,"Piano,Ballad,Soul,Soul Pop,R&;B,Pop",pop,6
8092,Never Gonna Let You Go,Faith Evans,"Piano,Ballad,Soul,Soul Pop,R&;B,Pop",r&b,6
8093,Never Grow Up,Taylor Swift,"Country,Pop",country,2
8094,Never Grow Up,Taylor Swift,"Country,Pop",pop,2
8096,Never Had A Dream Come True,S Club 7,"UK,Pop",pop,2
8097,Never Leave You,"Uh Ooh, Uh Oooh!",Rap,rap,1
8098,Never Let You Go,Justin Bieber,"R&;B,Canada,Pop",r&b,3
8100,Never Let You Go,Justin Bieber,"R&;B,Canada,Pop",pop,3
8101,Never Let You Go,Third Eye Blind,"Alternative Rock,Rock",rock,2
8102,Never Really Over,Katy Perry,"Electro-Pop,Synth-Pop,Pop",pop,3
8104,Never Recover,"Lil Baby, Gunna","Atlanta,Motown,Trap,Rap",rap,4
8105,Never Say Never,Justin Bieber,"Rap,Canada,Pop",rap,3
8107,Never Say Never,Justin Bieber,"Rap,Canada,Pop",pop,3
8108,Never Say Never,The Fray,"Alternative Rock,Rock",rock,2
8109,Never Scared,Bone Crusher,Rap,rap,1
8111,Never Stop,Future,"Atlanta,Cloud Rap,Trap,Rap",rap,4
8112,Never Too Far/Hero Medley,Mariah Carey,"R&;B,Pop",r&b,2
8113,Never Too Far/Hero Medley,Mariah Carey,"R&;B,Pop",pop,2
8114,Never Too Late,Three Days Grace,"Alternative Rock,Rock",rock,2
8115,Never Wanted Nothing More,Kenny Chesney,"Country,Rock",country,2
8116,Never Wanted Nothing More,Kenny Chesney,"Country,Rock",rock,2
8118,Never Would Have Made It,Marvin Sapp,"Christian,Rap",rap,2
8119,Nevermind,Dennis Lloyd,"Alternative R&;B,Adult Alternative,Indie Pop,Alternative Dance,Dance,Dance-Pop,Alternative Pop,Pop,Electronic,R&;B",alternative/indie,10
8120,Nevermind,Dennis Lloyd,"Alternative R&;B,Adult Alternative,Indie Pop,Alternative Dance,Dance,Dance-Pop,Alternative Pop,Pop,Electronic,R&;B",pop,10
8121,Nevermind,Dennis Lloyd,"Alternative R&;B,Adult Alternative,Indie Pop,Alternative Dance,Dance,Dance-Pop,Alternative Pop,Pop,Electronic,R&;B",dance/electronic/house,10
8122,Nevermind,Dennis Lloyd,"Alternative R&;B,Adult Alternative,Indie Pop,Alternative Dance,Dance,Dance-Pop,Alternative Pop,Pop,Electronic,R&;B",r&b,10
8123,New Americana,Halsey,"Alternative,Alternative Pop,Pop",alternative/indie,3
8124,New Americana,Halsey,"Alternative,Alternative Pop,Pop",pop,3
8125,New Day,50 Cent,Rap,rap,1
8126,New Day,Patti LaBelle,"Dance,Soul Pop,Soul,R&;B,Pop",dance/electronic/house,5
8127,New Day,Patti LaBelle,"Dance,Soul Pop,Soul,R&;B,Pop",pop,5
8129,New Day,Patti LaBelle,"Dance,Soul Pop,Soul,R&;B,Pop",r&b,5
8130,New Divide,Linkin Park,"Alternative,Alternative Rock,Electronic Rock,Electronic,Rock",alternative/indie,5
8131,New Divide,Linkin Park,"Alternative,Alternative Rock,Electronic Rock,Electronic,Rock",rock,5
8132,New Divide,Linkin Park,"Alternative,Alternative Rock,Electronic Rock,Electronic,Rock",dance/electronic/house,5
8133,New Flame,Chris Brown,"R&;B,Rap",r&b,2
8134,New Flame,Chris Brown,"R&;B,Rap",rap,2
8135,New Freezer,Rich The Kid,"Trap,Rap",rap,2
8136,New God Flow,Pusha T Kanye West,Rap,rap,1
8138,New Level,A$AP Ferg,"Atlanta,East Coast,Trap,Rap",rap,4
8140,New Magic Wand,"Tyler, The Creator","Experimental,Psychedelic Soul,Hip-Hop,Rap,Psychedelic,Alternative",hip hop,6
8141,New Magic Wand,"Tyler, The Creator","Experimental,Psychedelic Soul,Hip-Hop,Rap,Psychedelic,Alternative",rap,6
8142,New Magic Wand,"Tyler, The Creator","Experimental,Psychedelic Soul,Hip-Hop,Rap,Psychedelic,Alternative",alternative/indie,6
8144,New Man,Ed Sheeran,"UK,Pop",pop,2
8145,New Morning,Alpha Rev,"Adult Alternative,Indie Rock,Rock",alternative/indie,3
8146,New Morning,Alpha Rev,"Adult Alternative,Indie Rock,Rock",rock,3
8147,New Patek,Lil Uzi Vert,"Trap,Cloud Rap,Rap",rap,3
8149,New Romantics,Taylor Swift,"New Wave,Synth-Pop,Pop",pop,3
8150,New Rules,Dua Lipa,"Power Pop,Electronic,Electro-Pop,Tropical House,UK,Pop",pop,6
8151,New Rules,Dua Lipa,"Power Pop,Electronic,Electro-Pop,Tropical House,UK,Pop",dance/electronic/house,6
8154,New Slaves,Kanye West,"Experimental,Electronic,Industrial,Producer,Rap",dance/electronic/house,5
8155,New Slaves,Kanye West,"Experimental,Electronic,Industrial,Producer,Rap",rap,5
8157,New Soul,Yael Naim,"Gospel,Folk,Pop",pop,3
8158,New York,Ja Rule,"Hardcore Hip-Hop,Beef,Gangsta Rap,East Coast,Hip-Hop,Rap",hip hop,6
8160,New York,Ja Rule,"Hardcore Hip-Hop,Beef,Gangsta Rap,East Coast,Hip-Hop,Rap",rap,6
8162,Next To Me,Emeli Sande,"UK,Adult Alternative,Adult Contemporary,Soul Pop,Soul,Pop-Rock,Pop,R&;B,Rock",alternative/indie,9
8163,Next To Me,Emeli Sande,"UK,Adult Alternative,Adult Contemporary,Soul Pop,Soul,Pop-Rock,Pop,R&;B,Rock",pop,9
8164,Next To Me,Emeli Sande,"UK,Adult Alternative,Adult Contemporary,Soul Pop,Soul,Pop-Rock,Pop,R&;B,Rock",r&b,9
8165,Next To Me,Emeli Sande,"UK,Adult Alternative,Adult Contemporary,Soul Pop,Soul,Pop-Rock,Pop,R&;B,Rock",rock,9
8167,Next To You,Chris Brown,"Canada,DMV,Pop,R&;B",pop,4
8168,Next To You,Chris Brown,"Canada,DMV,Pop,R&;B",r&b,4
8169,Next To You,Mike Jones,Rap,rap,1
8171,Ni Una Sola Palabra,Paulina Rubio,"En Espa\xc3\xb1ol,Pop",pop,2
8172,Nice,The Carters,Rap,rap,1
8174,Nice For What,Drake,"Bounce,Rap,Canada,R&;B",rap,4
8175,Nice For What,Drake,"Bounce,Rap,Canada,R&;B",r&b,4
8177,Nice Guy,"Eminem, Jessie Reyez","Canada,Pop,Rap",pop,3
8178,Nice Guy,"Eminem, Jessie Reyez","Canada,Pop,Rap",rap,3
8179,Nico And The Niners,twenty one pilots,"Emo Rap,Emo,Alternative Pop,Alternative,Pop",rap,5
8181,Nico And The Niners,twenty one pilots,"Emo Rap,Emo,Alternative Pop,Alternative,Pop",pop,5
8182,Nico And The Niners,twenty one pilots,"Emo Rap,Emo,Alternative Pop,Alternative,Pop",alternative/indie,5
8184,Night Changes,One Direction,"Boy Band,UK,Pop",pop,3
8185,Night Of Your Life,David Guetta,"Dance,Pop",dance/electronic/house,2
8186,Night Of Your Life,David Guetta,"Dance,Pop",pop,2
8187,Night Shift,Jon Pardi,Country,country,1
8188,Night Train,Jason Aldean,Country,country,1
8189,Night's On Fire,David Nail,Country,country,1
8190,Nightmare,Avenged Sevenfold,"Alternative Metal,Metal,Rock",alternative/indie,3
8192,Nightmare,Avenged Sevenfold,"Alternative Metal,Metal,Rock",rock,3
8193,Nightmare,Halsey,"Alternative Rock,Alternative Pop,Alternative,Pop-Punk,Pop",rock,5
8194,Nightmare,Halsey,"Alternative Rock,Alternative Pop,Alternative,Pop-Punk,Pop",pop,5
8195,Nightmare,Halsey,"Alternative Rock,Alternative Pop,Alternative,Pop-Punk,Pop",alternative/indie,5
8197,Nightmare,"Offset, Metro Boomin","Motown,Trap,Rap",rap,3
8198,Nightmares Of The Bottom,Lil Wayne,Rap,rap,1
8199,Nights,Frank Ocean,"R&;B,Rap",r&b,2
8200,Nights,Frank Ocean,"R&;B,Rap",rap,2
8202,Nights Like This,Kehlani,"West Coast,R&;B",r&b,2
8203,Nikes,Frank Ocean,R&;B,r&b,1
8204,Nine In The Afternoon,Panic! At The Disco,"Folk Rock,Folk,Pop,Psychedelic,Psychedelic Rock,Pop-Rock,Baroque Pop,Rock",rock,8
8206,Nine In The Afternoon,Panic! At The Disco,"Folk Rock,Folk,Pop,Psychedelic,Psychedelic Rock,Pop-Rock,Baroque Pop,Rock",pop,8
8208,No,Meghan Trainor,"Memes,Pop",pop,2
8210,No Air,Glee Cast,"Cover,Screen,R&;B,Soundtrack,TV,Pop",r&b,6
8211,No Air,Glee Cast,"Cover,Screen,R&;B,Soundtrack,TV,Pop",pop,6
8212,No Better Love,Young Gunz,Rap,rap,1
8213,No Boundaries,Adam Lambert,"Pop,American Idol",pop,2
8215,No Boundaries,Kris Allen,Pop,pop,1
8217,No Brainer,DJ Khaled,"Motown,R&;B,Electro-Pop,Canada,Rap,Pop",r&b,6
8218,No Brainer,DJ Khaled,"Motown,R&;B,Electro-Pop,Canada,Rap,Pop",pop,6
8219,No Brainer,DJ Khaled,"Motown,R&;B,Electro-Pop,Canada,Rap,Pop",rap,6
8221,No Bystanders,Travis Scott,"Memes,Hip-Hop,Trap,Rap",hip hop,4
8222,No Bystanders,Travis Scott,"Memes,Hip-Hop,Trap,Rap",rap,4
8224,No Cap,"Future, Young Thug","Atlanta,Trap,Rap",rap,3
8225,No Church In The Wild,Jay Z Kanye West,"Rap,Producer",rap,2
8228,No Complaints,Metro Boomin,"Canada,Trap,Rap",rap,3
8230,No Excuses,Meghan Trainor,"Blue-Eyed Soul,Funk-Pop,Electronic,Electro-Pop,Dance,Dance-Pop,Pop",pop,7
8231,No Excuses,Meghan Trainor,"Blue-Eyed Soul,Funk-Pop,Electronic,Electro-Pop,Dance,Dance-Pop,Pop",dance/electronic/house,7
8232,No Favors,Big Sean,Rap,rap,1
8233,No Fear,DeJ Loaf,"R&;B,Pop,Rap",r&b,3
8234,No Fear,DeJ Loaf,"R&;B,Pop,Rap",pop,3
8235,No Fear,DeJ Loaf,"R&;B,Pop,Rap",rap,3
8236,No Flex Zone,Rae Sremmurd,"Trap,Rap",rap,2
8237,No Flockin,Kodak Black,"Trap,Rap",rap,2
8239,No Frauds,"Nicki Minaj, Drake, Lil Wayne","Beef,Canada,Rap",rap,3
8240,No Guidance,Chris Brown,"Alternative R&;B,Hip-Hop,Rap,Pop,DMV,Canada,R&;B",alternative/indie,7
8241,No Guidance,Chris Brown,"Alternative R&;B,Hip-Hop,Rap,Pop,DMV,Canada,R&;B",hip hop,7
8242,No Guidance,Chris Brown,"Alternative R&;B,Hip-Hop,Rap,Pop,DMV,Canada,R&;B",rap,7
8243,No Guidance,Chris Brown,"Alternative R&;B,Hip-Hop,Rap,Pop,DMV,Canada,R&;B",pop,7
8245,No Guidance,Chris Brown,"Alternative R&;B,Hip-Hop,Rap,Pop,DMV,Canada,R&;B",r&b,7
8247,No Hands,Waka Flocka Flame,"Dirty South,Hip-Hop,Trap,Rap",hip hop,4
8248,No Hands,Waka Flocka Flame,"Dirty South,Hip-Hop,Trap,Rap",rap,4
8250,No Heart,"21 Savage, Metro Boomin","Atlanta,Memes,Trap,Rap",rap,4
8251,No Hurry,Zac Brown Band,"Country,Rock",country,2
8252,No Hurry,Zac Brown Band,"Country,Rock",rock,2
8253,No Leaf Clover,Metallica,"Hard Rock,Orchestral,Art Rock,Symphonic Metal,Heavy Metal,Metal,Rock",rock,7
8256,No Letting Go,Wayne Wonder,"Jamaica,Dancehall,R&;B",dance/electronic/house,3
8257,No Letting Go,Wayne Wonder,"Jamaica,Dancehall,R&;B",r&b,3
8259,No Lie,2 Chainz,"Canada,Trap,Rap",rap,3
8260,No Limit,G,"Trap,East Coast,West Coast,Rap",rap,4
8262,No Limit,Usher,"Trap,R&;B,Rap",rap,3
8263,No Limit,Usher,"Trap,R&;B,Rap",r&b,3
8264,No Long Talk,Drake,"Trap,UK Rap,UK,Canada,Rap",rap,5
8266,No Longer Friends,Bryson Tiller,"Conscious Hip-Hop,Soul,Pop,Dancehall,Rap,Trap,R&;B",hip hop,7
8268,No Longer Friends,Bryson Tiller,"Conscious Hip-Hop,Soul,Pop,Dancehall,Rap,Trap,R&;B",pop,7
8269,No Longer Friends,Bryson Tiller,"Conscious Hip-Hop,Soul,Pop,Dancehall,Rap,Trap,R&;B",dance/electronic/house,7
8270,No Longer Friends,Bryson Tiller,"Conscious Hip-Hop,Soul,Pop,Dancehall,Rap,Trap,R&;B",rap,7
8271,No Longer Friends,Bryson Tiller,"Conscious Hip-Hop,Soul,Pop,Dancehall,Rap,Trap,R&;B",r&b,7
8273,No Love,August Alsina,"Soul,Remix,R&;B,Rap",r&b,4
8274,No Love,August Alsina,"Soul,Remix,R&;B,Rap",rap,4
8275,No Love,Eminem,"Pop,Rap",pop,2
8276,No Love,Eminem,"Pop,Rap",rap,2
8277,No Matta What,Toya,Pop,pop,1
8278,No Matter What,T.I.,Rap,rap,1
8279,No Matter What They Say,Lil' Kim,Rap,rap,1
8281,No Me Dejes De Querer,Gloria Estefan,"En Espa\xc3\xb1ol,Pop",pop,2
8283,No Me Doy Por Vencido,Luis Fonsi,"En Espa\xc3\xb1ol,Pop",pop,2
8285,No Mediocre,T.I.,"West Coast,Rap",rap,2
8286,No Mercy,Ty Herndon,Country,country,1
8287,No Mistakes,Kanye West,"Hip-Hop,Rap",hip hop,2
8288,No Mistakes,Kanye West,"Hip-Hop,Rap",rap,2
8289,No Money,Galantis,"Dance,Electronic,Pop",dance/electronic/house,3
8290,No Money,Galantis,"Dance,Electronic,Pop",pop,3
8291,No More,Metro Boomin,"Emo Rap,Trap,Rap",rap,3
8292,No More,Ruff Endz,"R&;B,Pop",r&b,2
8293,No More,Ruff Endz,"R&;B,Pop",pop,2
8294,No More Drama,Mary J. Blige,"Soul Pop,Pop,Soul,R&;B",pop,4
8296,No More Drama,Mary J. Blige,"Soul Pop,Pop,Soul,R&;B",r&b,4
8297,No More Rain,Angie Stone,Pop,pop,1
8298,No Name,NF,"Trap,Pop,Rap",rap,3
8299,No Name,NF,"Trap,Pop,Rap",pop,3
8301,No New Friends,DJ Khaled,"Canada,Trap,Cloud Rap,Rap",rap,4
8303,No One,Alicia Keys,"Soul,Soul Pop,Pop,R&;B",pop,4
8304,No One,Alicia Keys,"Soul,Soul Pop,Pop,R&;B",r&b,4
8305,No One Knows,Queens Of The Stone Age,"Stoner Rock,Alternative Rock,Hard Rock,Rock",rock,4
8306,No One's Gonna Change You,Reina,Pop,pop,1
8307,No Pressure,Justin Bieber,"Rap,Canada,Pop",rap,3
8309,No Pressure,Justin Bieber,"Rap,Canada,Pop",pop,3
8310,No Problem,Chance The Rapper,Rap,rap,1
8311,No Problem,Lil Scrappy,Rap,rap,1
8312,No Promises,A Boogie Wit da Hoodie,"Trap,Rap",rap,2
8313,No Promises,Cheat Codes,"Dance,Pop",dance/electronic/house,2
8314,No Promises,Cheat Codes,"Dance,Pop",pop,2
8316,No Role Modelz,J. Cole,"Producer,Rap",rap,2
8317,No Roots,Alice Merton,"Adult Alternative,Adult Contemporary,Synth-Pop,Alternative Pop,Alternative Rock,Pop,Dance-Pop,Dance,Rock,Electro-Pop,Pop-Rock,Alternative",alternative/indie,12
8319,No Roots,Alice Merton,"Adult Alternative,Adult Contemporary,Synth-Pop,Alternative Pop,Alternative Rock,Pop,Dance-Pop,Dance,Rock,Electro-Pop,Pop-Rock,Alternative",pop,12
8320,No Roots,Alice Merton,"Adult Alternative,Adult Contemporary,Synth-Pop,Alternative Pop,Alternative Rock,Pop,Dance-Pop,Dance,Rock,Electro-Pop,Pop-Rock,Alternative",rock,12
8321,No Roots,Alice Merton,"Adult Alternative,Adult Contemporary,Synth-Pop,Alternative Pop,Alternative Rock,Pop,Dance-Pop,Dance,Rock,Electro-Pop,Pop-Rock,Alternative",dance/electronic/house,12
8322,No Scrubs,TLC,"Rap,Pop,R&;B",rap,3
8323,No Scrubs,TLC,"Rap,Pop,R&;B",pop,3
8324,No Scrubs,TLC,"Rap,Pop,R&;B",r&b,3
8325,No Sense,Justin Bieber,"Rap,Canada,Pop",rap,3
8327,No Sense,Justin Bieber,"Rap,Canada,Pop",pop,3
8328,"No Shoes, No Shirt, No Problems",Kenny Chesney,"Country,Rock",country,2
8329,"No Shoes, No Shirt, No Problems",Kenny Chesney,"Country,Rock",rock,2
8331,No Shopping,French Montana,"Canada,Rap",rap,2
8333,No Sleeep,Janet,"Remix,Pop,Soul,R&;B,Rap",pop,5
8334,No Sleeep,Janet,"Remix,Pop,Soul,R&;B,Rap",r&b,5
8335,No Sleeep,Janet,"Remix,Pop,Soul,R&;B,Rap",rap,5
8336,No Sleep,Wiz Khalifa,Rap,rap,1
8337,No Sleep Leak,Lil Uzi Vert,"Cloud Rap,Trap,Rap",rap,3
8338,No Smoke,YoungBoy Never Broke Again,Rap,rap,1
8339,No Stylist,French Montana,"Trap,Canada,Rap",rap,3
8341,No Such Thing,John Mayer,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock",alternative/indie,4
8343,No Such Thing,John Mayer,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock",pop,4
8344,No Such Thing,John Mayer,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock",rock,4
8345,No Such Thing As A Broken Heart,Old Dominion,Country,country,1
8346,No Surprise,Daughtry,Rap,rap,1
8347,No Tears Left To Cry,Ariana Grande,"Electro-Pop,Synth-Pop,Pop,Dance-Pop",pop,4
8348,No Tellin',Drake,"Trap,Canada,Rap",rap,3
8350,No Type,Rae Sremmurd,Rap,rap,1
8351,No Worries,Lil Wayne,Rap,rap,1
8352,Nobody,Wonder Girls,"K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Korean,Pop",pop,3
8354,Nobody But Me,Blake Shelton,"Country,Rock",country,2
8355,Nobody But Me,Blake Shelton,"Country,Rock",rock,2
8356,Nobody Else But You,Trey Songz,R&;B,r&b,1
8357,Nobody Love,Tori Kelly,"Pop,R&;B",pop,2
8358,Nobody Love,Tori Kelly,"Pop,R&;B",r&b,2
8359,Nobody To Blame,Chris Stapleton,Country,country,1
8360,Nobody's Home,Avril Lavigne,"Pop,Pop-Rock,Canada,Rock",pop,4
